FID,Region,Heading,Elevation,Distance,Duration,Speed,Fuel_Usage,Moisture,Mass_Cotto,Width,Engaged,Mass_Yield,Wet_Yield,Dry_Yield,Timestamp,POINT_X,POINT_Y
183,First Pick Cotton,343.6,168.23,6.94,1,4.7,26.7,1,17.5,18,-1,6087,6087,2410.48,1508969660,-84.763224,31.188132
184,First Pick Cotton,343.4,168.42,6.88,1,4.7,26.7,1,13.8,18,-1,4864.3,4864.3,1926.2400000000002,1508969660,-84.763231,31.18815
185,First Pick Cotton,343.7,168.56,7.01,1,4.7,26.7,1,13.1,18,-1,4521.2,4521.2,1790.4,1508969660,-84.763237,31.188169
186,First Pick Cotton,343.6,168.68,6.98,1,4.7,26.6,1,12.5,18,-1,4335.9,4335.9,1717.0400000000002,1508969660,-84.763244,31.188187
187,First Pick Cotton,343.6,168.72,7.04,1,4.7,26.4,1,13.8,18,-1,4756.2,4756.2,1883.48,1508969670,-84.76325,31.188206
188,First Pick Cotton,343.8,168.71,7.11,1,4.7,26.5,1,12.4,18,-1,4228.9,4228.9,1674.6400000000003,1508969670,-84.763257,31.188224
189,First Pick Cotton,343.8,168.71,7.14,1,4.7,25.9,1,14.4,18,-1,4890.9,4890.9,1936.8000000000002,1508969670,-84.763263,31.188243
190,First Pick Cotton,343.6,168.62,7.07,1,4.7,26.4,1,15.3,18,-1,5235.7,5235.7,2073.36,1508969670,-84.76327,31.188262
191,First Pick Cotton,343.5,168.57,7.11,1,4.8,26.4,1,13.2,18,-1,4504.4,4504.4,1783.7200000000003,1508969670,-84.763276,31.18828
192,First Pick Cotton,343.4,168.54,7.11,1,4.8,25.4,1,13.4,18,-1,4547.2,4547.2,1800.68,1508969670,-84.763283,31.188299
193,First Pick Cotton,342.3,168.48,7.04,1,4.8,26.6,1,12.7,18,-1,4369.8,4369.8,1730.4400000000003,1508969670,-84.76329,31.188318
194,First Pick Cotton,342.4,168.47,7.07,1,4.8,26.3,1,15.6,18,-1,5330.8,5330.8,2111,1508969670,-84.763297,31.188336
195,First Pick Cotton,342.9,168.43,7.11,1,4.8,24.2,1,14.5,18,-1,4944.3,4944.3,1957.96,1508969670,-84.763303,31.188355
196,First Pick Cotton,343.1,168.35,7.07,1,4.8,23.9,1,16.4,18,-1,5621.9,5621.9,2226.28,1508969670,-84.76331,31.188373
197,First Pick Cotton,343.3,168.22,7.11,1,4.8,23.9,1,16.5,18,-1,5604.9,5604.9,2219.56,1508969680,-84.763316,31.188392
198,First Pick Cotton,343.1,168.2,7.07,1,4.8,23.5,1,15.4,18,-1,5284,5284,2092.48,1508969680,-84.763323,31.188411
199,First Pick Cotton,343.1,168.07,7.11,1,4.8,22.1,1,15.6,18,-1,5301.7,5301.7,2099.44,1508969680,-84.763329,31.188429
200,First Pick Cotton,343.7,168.04,7.07,1,4.8,20.4,1,16.8,18,-1,5757.6,5757.6,2280.0400000000004,1508969680,-84.763336,31.188448
201,First Pick Cotton,343.3,167.99,7.17,1,4.8,19.9,1,14,18,-1,4731.7,4731.7,1873.76,1508969680,-84.763342,31.188467
202,First Pick Cotton,343.5,167.92,7.04,1,4.8,19.4,1,11.6,18,-1,3969.7,3969.7,1572,1508969680,-84.763349,31.188485
203,First Pick Cotton,343.8,167.82,7.04,1,4.7,21,1,15.6,18,-1,5360.1,5360.1,2122.6,1508969680,-84.763355,31.188504
204,First Pick Cotton,344.5,167.76,7.11,1,4.7,21.7,1,14.8,18,-1,5024.6,5024.6,1989.76,1508969680,-84.76336,31.188523
205,First Pick Cotton,344.2,167.76,7.07,1,4.7,20.5,1,14.4,18,-1,4923.5,4923.5,1949.7200000000003,1508969680,-84.763367,31.188542
206,First Pick Cotton,343.2,167.73,7.01,1,4.7,21.7,1,17.3,18,-1,5962.3,5962.3,2361.08,1508969680,-84.763374,31.18856
207,First Pick Cotton,342.7,167.72,7.11,1,4.8,20.6,1,17.1,18,-1,5817.4,5817.4,2303.68,1508969690,-84.763381,31.188578
208,First Pick Cotton,342.6,167.7,7.01,1,4.8,22,1,15.8,18,-1,5462.9,5462.9,2163.32,1508969690,-84.763387,31.188597
209,First Pick Cotton,343.4,167.64,7.07,1,4.8,21.6,1,16.6,18,-1,5691.3,5691.3,2253.7599999999998,1508969690,-84.763393,31.188616
210,First Pick Cotton,343.4,167.58,7.04,1,4.8,21.6,1,17.5,18,-1,6026.9,6026.9,2386.68,1508969690,-84.7634,31.188634
211,First Pick Cotton,343.1,167.54,7.01,1,4.7,23,1,13.4,18,-1,4630.1,4630.1,1833.5200000000002,1508969690,-84.763407,31.188652
212,First Pick Cotton,343.3,167.53,7.11,1,4.7,21,1,13.9,18,-1,4746.9,4746.9,1879.76,1508969690,-84.763413,31.188671
213,First Pick Cotton,343.9,167.53,7.07,1,4.7,21.7,1,16.2,18,-1,5545.7,5545.7,2196.1200000000003,1508969690,-84.763419,31.18869
214,First Pick Cotton,343.3,167.47,7.04,1,4.7,20.8,1,15.8,18,-1,5420.8,5420.8,2146.6400000000003,1508969690,-84.763426,31.188708
215,First Pick Cotton,343.2,167.44,7.04,1,4.7,22.2,1,16,18,-1,5496.5,5496.5,2176.6400000000003,1508969690,-84.763432,31.188727
216,First Pick Cotton,343.5,167.44,7.04,1,4.7,21.4,1,14.1,18,-1,4850.2,4850.2,1920.68,1508969690,-84.763439,31.188746
217,First Pick Cotton,343.7,167.44,7.04,1,4.7,20.7,1,13.3,18,-1,4585,4585,1815.6400000000003,1508969700,-84.763445,31.188764
218,First Pick Cotton,344.1,167.4,7.11,1,4.7,20.7,1,13.2,18,-1,4490.9,4490.9,1778.4,1508969700,-84.763451,31.188783
219,First Pick Cotton,343.5,167.43,7.04,1,4.7,21.6,1,13.7,18,-1,4707,4707,1863.96,1508969700,-84.763458,31.188801
220,First Pick Cotton,343.4,167.43,7.04,1,4.7,20.9,1,13.8,18,-1,4727.4,4727.4,1872.08,1508969700,-84.763464,31.18882
221,First Pick Cotton,343.3,167.37,7.04,1,4.7,21.7,1,10.3,18,-1,3531,3531,1398.28,1508969700,-84.763471,31.188839
222,First Pick Cotton,343.2,167.39,7.01,1,4.7,21.2,1,12.4,18,-1,4293.6,4293.6,1700.2400000000002,1508969700,-84.763477,31.188857
223,First Pick Cotton,343.1,167.31,7.04,1,4.8,21.8,1,10.5,18,-1,3614.3,3614.3,1431.28,1508969700,-84.763484,31.188875
224,First Pick Cotton,342.9,167.29,7.04,1,4.8,21.7,1,11.3,18,-1,3884.9,3884.9,1538.4,1508969700,-84.763491,31.188894
225,First Pick Cotton,342.8,167.21,7.11,1,4.8,21.8,1,11.3,18,-1,3840.7,3840.7,1520.92,1508969700,-84.763497,31.188913
226,First Pick Cotton,342.7,167.18,7.07,1,4.8,21,1,10.9,18,-1,3731.1,3731.1,1477.5200000000002,1508969700,-84.763504,31.188931
227,First Pick Cotton,342.7,167.21,7.07,1,4.8,20.9,1,11.6,18,-1,3961.1,3961.1,1568.6000000000001,1508969710,-84.763511,31.18895
228,First Pick Cotton,343,167.17,7.11,1,4.8,20.6,1,10.6,18,-1,3597.5,3597.5,1424.6000000000001,1508969710,-84.763518,31.188968
229,First Pick Cotton,344.2,167.12,7.11,1,4.7,21.6,1,9.9,18,-1,3381.3,3381.3,1339,1508969710,-84.763523,31.188987
230,First Pick Cotton,344.4,167.13,7.04,1,4.7,21.7,1,11.8,18,-1,4069.7,4069.7,1611.6000000000001,1508969710,-84.763529,31.189006
231,First Pick Cotton,344.6,167.13,7.07,1,4.7,20.5,1,13.1,18,-1,4480.8,4480.8,1774.4,1508969710,-84.763536,31.189025
232,First Pick Cotton,344.1,167.02,7.07,1,4.7,20.8,1,13.5,18,-1,4609.7,4609.7,1825.4400000000003,1508969710,-84.763542,31.189043
233,First Pick Cotton,343.1,166.91,7.04,1,4.7,20.3,1,10.3,18,-1,3543.1,3543.1,1403.08,1508969710,-84.763549,31.189062
234,First Pick Cotton,342.8,166.87,7.11,1,4.8,21.2,1,11.1,18,-1,3796.4,3796.4,1503.4,1508969710,-84.763556,31.18908
235,First Pick Cotton,343.4,166.77,7.07,1,4.8,21.4,1,10.7,18,-1,3664.7,3664.7,1451.24,1508969710,-84.763562,31.189099
236,First Pick Cotton,343.4,166.68,7.07,1,4.8,20.8,1,9.9,18,-1,3392.4,3392.4,1343.4,1508969710,-84.763569,31.189117
237,First Pick Cotton,343.3,166.61,7.11,1,4.8,20,1,10.1,18,-1,3439.1,3439.1,1361.88,1508969720,-84.763575,31.189136
238,First Pick Cotton,342.9,166.64,7.07,1,4.8,21.5,1,9.5,18,-1,3234.1,3234.1,1280.68,1508969720,-84.763582,31.189155
239,First Pick Cotton,342.9,166.54,7.07,1,4.8,20.9,1,9.4,18,-1,3211.4,3211.4,1271.7200000000003,1508969720,-84.763589,31.189173
240,First Pick Cotton,343.6,166.4,7.14,1,4.8,19.7,1,11.5,18,-1,3894.8,3894.8,1542.3600000000001,1508969720,-84.763595,31.189192
241,First Pick Cotton,342.4,166.39,7.04,1,4.8,21.2,1,10.9,18,-1,3762.1,3762.1,1489.8000000000002,1508969720,-84.763602,31.189211
242,First Pick Cotton,342.8,166.26,7.04,1,4.8,20.8,1,9.4,18,-1,3217.3,3217.3,1274.04,1508969720,-84.763609,31.189229
243,First Pick Cotton,343.7,166.25,7.07,1,4.7,20.5,1,8.8,18,-1,2998,2998,1187.2,1508969720,-84.763614,31.189248
244,First Pick Cotton,343.4,166.19,7.07,1,4.7,20.8,1,9.9,18,-1,3385.7,3385.7,1340.7200000000003,1508969720,-84.763621,31.189266
245,First Pick Cotton,343.9,166.2,7.11,1,4.7,21.1,1,9.5,18,-1,3247.7,3247.7,1286.08,1508969720,-84.763627,31.189285
246,First Pick Cotton,343.5,166.19,7.01,1,4.7,21.2,1,10.5,18,-1,3634.3,3634.3,1439.2,1508969720,-84.763634,31.189304
247,First Pick Cotton,343.4,166.15,7.07,1,4.7,20.1,1,11.9,18,-1,4087.1,4087.1,1618.48,1508969730,-84.76364,31.189322
248,First Pick Cotton,343.1,166.09,7.04,1,4.7,21.2,1,14.1,18,-1,4847.2,4847.2,1919.48,1508969730,-84.763647,31.189341
249,First Pick Cotton,343.9,166.12,7.04,1,4.7,21.2,1,13.1,18,-1,4497.9,4497.9,1781.1599999999999,1508969730,-84.763653,31.18936
250,First Pick Cotton,344,166.1,7.11,1,4.8,19.9,1,9.3,18,-1,3153.1,3153.1,1248.6000000000001,1508969730,-84.763659,31.189378
251,First Pick Cotton,343.6,166.08,7.04,1,4.8,22.3,1,11.4,18,-1,3928,3928,1555.5200000000002,1508969730,-84.763666,31.189397
252,First Pick Cotton,343.4,166.03,7.07,1,4.8,23.1,1,12.4,18,-1,4236.4,4236.4,1677.6000000000001,1508969730,-84.763672,31.189415
253,First Pick Cotton,343.2,166.01,7.01,1,4.7,25.9,1,12.1,18,-1,4164.2,4164.2,1649,1508969730,-84.763679,31.189434
254,First Pick Cotton,343,166.02,7.07,1,4.7,25.9,1,12.1,18,-1,4152.7,4152.7,1644.48,1508969730,-84.763686,31.189452
255,First Pick Cotton,343.2,166.07,7.07,1,4.7,24.7,1,12.4,18,-1,4228.1,4228.1,1674.3200000000002,1508969730,-84.763692,31.189471
256,First Pick Cotton,343.6,166.17,7.04,1,4.7,24.5,1,9.2,18,-1,3153.7,3153.7,1248.8400000000001,1508969730,-84.763699,31.18949
257,First Pick Cotton,343.6,166.17,7.11,1,4.7,25.4,1,12.1,18,-1,4119.3,4119.3,1631.24,1508969740,-84.763705,31.189508
258,First Pick Cotton,343.3,166.25,6.98,1,4.8,25.8,1,10,18,-1,3477.8,3477.8,1377.2,1508969740,-84.763711,31.189526999999998
259,First Pick Cotton,343,166.23,7.04,1,4.8,26.1,1,14.2,18,-1,4863.8,4863.8,1926.08,1508969740,-84.763718,31.189545
260,First Pick Cotton,343.1,166.26,7.04,1,4.8,26.3,1,13.6,18,-1,4673.6,4673.6,1850.76,1508969740,-84.763725,31.189563
261,First Pick Cotton,343.8,166.25,7.04,1,4.8,25.3,1,14.3,18,-1,4919.9,4919.9,1948.28,1508969740,-84.763731,31.189582
262,First Pick Cotton,343.3,166.23,7.07,1,4.8,25.1,1,12.3,18,-1,4197.9,4197.9,1662.4,1508969740,-84.763738,31.189601
263,First Pick Cotton,343.3,166.21,7.04,1,4.8,25.2,1,12.4,18,-1,4263,4263,1688.1200000000001,1508969740,-84.763744,31.189619
264,First Pick Cotton,343.8,166.15,7.14,1,4.8,25.2,1,15,18,-1,5073.3,5073.3,2009.0400000000002,1508969740,-84.763751,31.189638
265,First Pick Cotton,344.2,166.14,7.07,1,4.8,24.9,1,13.2,18,-1,4521.5,4521.5,1790.5200000000002,1508969740,-84.763757,31.189657
266,First Pick Cotton,343.8,166.07,7.07,1,4.8,24.4,1,7.8,18,-1,2684.2,2684.2,1062.96,1508969740,-84.763763,31.189675
267,First Pick Cotton,343.6,166.1,7.07,1,4.8,25.2,1,6.7,18,-1,2292,2292,907.64,1508969750,-84.76377,31.189694
268,First Pick Cotton,343.6,166.09,7.11,1,4.8,25.3,1,6.3,18,-1,2155.3,2155.3,853.5200000000001,1508969750,-84.763775999999993,31.189713
269,First Pick Cotton,343.4,166.12,7.11,1,4.7,25.7,1,7.1,18,-1,2407.6,2407.6,953.4000000000001,1508969750,-84.763783,31.189731
270,First Pick Cotton,343.3,166.14,7.07,1,4.7,26.1,1,5.7,18,-1,1948.1,1948.1,771.44,1508969750,-84.763789,31.18975
271,First Pick Cotton,343,166.19,7.07,1,4.7,25.4,1,7.4,18,-1,2528.9,2528.9,1001.44,1508969750,-84.763796,31.189769
272,First Pick Cotton,343.2,166.24,7.11,1,4.8,25.1,1,10.8,18,-1,3683.8,3683.8,1458.8000000000002,1508969750,-84.763802,31.189787
273,First Pick Cotton,343.1,166.2,7.04,1,4.8,25.8,1,10.6,18,-1,3634.1,3634.1,1439.08,1508969750,-84.763809,31.189806
274,First Pick Cotton,343,166.27,7.04,1,4.8,26.2,1,9.1,18,-1,3118.8,3118.8,1235.04,1508969750,-84.763815,31.189824
275,First Pick Cotton,343.7,166.3,7.07,1,4.8,26.4,1,9.5,18,-1,3237.1,3237.1,1281.88,1508969750,-84.763822,31.189843
276,First Pick Cotton,343,166.31,7.04,1,4.8,25.4,1,9.3,18,-1,3194.6,3194.6,1265.04,1508969750,-84.763829,31.189861
277,First Pick Cotton,343.3,166.35,7.07,1,4.7,26.2,1,9.3,18,-1,3191.1,3191.1,1263.68,1508969760,-84.763835,31.18988
278,First Pick Cotton,343.4,166.35,7.07,1,4.7,25.1,1,9.4,18,-1,3231.8,3231.8,1279.8000000000002,1508969760,-84.763841,31.189899
279,First Pick Cotton,343.5,166.37,6.98,1,4.7,26.3,1,9.5,18,-1,3291.9,3291.9,1303.6000000000001,1508969760,-84.763847,31.189917
280,First Pick Cotton,343.5,166.47,7.07,1,4.7,25.9,1,10.5,18,-1,3581,3581,1418.08,1508969760,-84.763854,31.189936
281,First Pick Cotton,343.4,166.45,7.04,1,4.7,25.8,1,10.7,18,-1,3680.3,3680.3,1457.4,1508969760,-84.76386,31.189954
282,First Pick Cotton,343.5,166.46,7.01,1,4.8,25.6,1,9.9,18,-1,3435.6,3435.6,1360.5200000000002,1508969760,-84.763867,31.189973
283,First Pick Cotton,343.3,166.38,7.07,1,4.8,23.5,1,9.9,18,-1,3394.7,3394.7,1344.3200000000002,1508969760,-84.763874,31.189992
284,First Pick Cotton,342.9,166.36,7.04,1,4.8,24.1,1,9.2,18,-1,3154.4,3154.4,1249.16,1508969760,-84.76388,31.19001
285,First Pick Cotton,342.7,166.28,7.04,1,4.8,24.9,1,10,18,-1,3431.7,3431.7,1358.96,1508969760,-84.763887,31.190029
286,First Pick Cotton,342.6,166.31,7.11,1,4.8,22.3,1,9.5,18,-1,3241.7,3241.7,1283.68,1508969760,-84.763894,31.190047
287,First Pick Cotton,342.8,166.23,7.11,1,4.8,20.5,1,10.3,18,-1,3494.6,3494.6,1383.88,1508969770,-84.763901,31.190066
288,First Pick Cotton,342.8,166.29,7.07,1,4.8,20.4,1,9.5,18,-1,3263.5,3263.5,1292.3200000000002,1508969770,-84.763907,31.190084
289,First Pick Cotton,342.7,166.29,7.04,1,4.8,20.6,1,8.7,18,-1,2980.9,2980.9,1180.44,1508969770,-84.763914,31.190103
290,First Pick Cotton,342.8,166.29,7.07,1,4.8,21.1,1,8.3,18,-1,2830.6,2830.6,1120.8799999999999,1508969770,-84.763921,31.190121
291,First Pick Cotton,343.3,166.32,7.04,1,4.8,19.7,1,8.4,18,-1,2874.8,2874.8,1138.44,1508969770,-84.763927,31.19014
292,First Pick Cotton,343.4,166.31,7.04,1,4.7,20.3,1,8.9,18,-1,3042.3,3042.3,1204.72,1508969770,-84.763933,31.190159
293,First Pick Cotton,343.7,166.28,7.01,1,4.7,22.8,1,8.3,18,-1,2852.5,2852.5,1129.6000000000001,1508969770,-84.76394,31.190177
294,First Pick Cotton,344.6,166.31,7.07,1,4.7,24,1,8.3,18,-1,2827.5,2827.5,1119.72,1508969770,-84.763945,31.190196
295,First Pick Cotton,344.5,166.37,7.04,1,4.7,26.2,1,9.2,18,-1,3150.6,3150.6,1247.64,1508969770,-84.763951,31.190215
296,First Pick Cotton,344.2,166.34,7.01,1,4.8,26,1,9.2,18,-1,3176.8,3176.8,1258,1508969770,-84.763958,31.190233
297,First Pick Cotton,344.2,166.38,7.01,1,4.8,25.5,1,10,18,-1,3449.3,3449.3,1365.92,1508969780,-84.763964,31.190252
298,First Pick Cotton,343.8,166.48,6.94,1,4.8,26.6,1,8.4,18,-1,2930.9,2930.9,1160.64,1508969780,-84.76397,31.19027
299,First Pick Cotton,343.1,166.52,6.94,1,4.7,26.7,1,8.7,18,-1,3017.8,3017.8,1195.04,1508969780,-84.763977,31.190288
300,First Pick Cotton,342.5,166.6,6.98,1,4.7,26.6,1,8.9,18,-1,3089.2,3089.2,1223.3200000000002,1508969780,-84.763983,31.190306
301,First Pick Cotton,342.7,166.69,6.94,1,4.7,26.6,1,9.8,18,-1,3428.9,3428.9,1357.8400000000001,1508969780,-84.76399,31.190325
302,First Pick Cotton,342.8,166.84,7.01,1,4.7,26.4,1,9.7,18,-1,3361,3361,1330.96,1508969780,-84.763996,31.190343
303,First Pick Cotton,342.7,166.84,7.04,1,4.7,25.9,1,6.8,18,-1,2321.7,2321.7,919.4000000000001,1508969780,-84.764003,31.190361
304,First Pick Cotton,342.6,166.88,7.07,1,4.7,25.6,1,8.5,18,-1,2917.3,2917.3,1155.24,1508969780,-84.76401,31.19038
305,First Pick Cotton,343.6,166.92,5.75,1,3.8,23.2,1,4.8,18,-1,2017.8,2017.8,799.04,1508970210,-84.764032,31.190446
306,First Pick Cotton,342.8,167,5.95,1,3.8,24,1,6.3,18,-1,2550.4,2550.4,1009.96,1508970210,-84.764038,31.190461
307,First Pick Cotton,343.9,167.11,6.11,1,4.1,27.2,1,6.2,18,-1,2465.4,2465.4,976.28,1508970210,-84.764043,31.190478
308,First Pick Cotton,344,167.22,6.93,1,4.6,25.7,1,6.9,18,-1,2409.9,2409.9,954.3200000000002,1508970210,-84.764049,31.190496
309,First Pick Cotton,343.1,167.24,7.06,1,4.6,26.8,1,8.3,18,-1,2828.4,2828.4,1120.04,1508970210,-84.764056,31.190515
310,First Pick Cotton,343.3,167.31,7,1,4.7,27,1,8.6,18,-1,2974.6,2974.6,1177.96,1508970210,-84.764062,31.190533
311,First Pick Cotton,342.9,167.41,6.96,1,4.7,27.4,1,9.1,18,-1,3164.9,3164.9,1253.3200000000002,1508970210,-84.764069,31.190551
312,First Pick Cotton,342.4,167.52,6.96,1,4.7,27.1,1,8.5,18,-1,2944.2,2944.2,1165.92,1508970210,-84.764076,31.190569
313,First Pick Cotton,341.6,167.61,7,1,4.7,26.4,1,9.7,18,-1,3358.3,3358.3,1329.88,1508970210,-84.764083,31.190588
314,First Pick Cotton,342.2,167.76,7,1,4.7,26.9,1,9.9,18,-1,3430,3430,1358.28,1508970210,-84.76409,31.190606
315,First Pick Cotton,343.1,167.93,7.06,1,4.8,26.4,1,7.8,18,-1,2681,2681,1061.68,1508970220,-84.764096,31.190625
316,First Pick Cotton,344.3,168.12,7.06,1,4.8,26.4,1,8.3,18,-1,2844.2,2844.2,1126.3200000000002,1508970220,-84.764102,31.190643
317,First Pick Cotton,344.1,168.21,7,1,4.8,27.4,1,10.3,18,-1,3547.4,3547.4,1404.8000000000002,1508970220,-84.764108,31.190662
318,First Pick Cotton,344.5,168.44,7.03,1,4.7,27.1,1,9.1,18,-1,3135.4,3135.4,1241.6000000000001,1508970220,-84.764114,31.19068
319,First Pick Cotton,344.3,168.44,6.93,1,4.7,26.8,1,9.5,18,-1,3300.8,3300.8,1307.1200000000001,1508970220,-84.76412,31.190699
320,First Pick Cotton,343.7,168.54,7.06,1,4.7,26.6,1,8.1,18,-1,2763.4,2763.4,1094.28,1508970220,-84.764127,31.190717
321,First Pick Cotton,343.1,168.54,7.13,1,4.8,25.2,1,9.7,18,-1,3285.2,3285.2,1300.96,1508970220,-84.764134,31.190736
322,First Pick Cotton,342.4,168.62,7.09,1,4.8,24.8,1,10.5,18,-1,3578,3578,1416.88,1508970220,-84.764142,31.190754
323,First Pick Cotton,342.9,168.8,7.09,1,4.8,23.2,1,9.8,18,-1,3359.1,3359.1,1330.2,1508970220,-84.764148,31.190773
324,First Pick Cotton,343,168.87,7.06,1,4.8,21.1,1,9.9,18,-1,3389,3389,1342.08,1508970220,-84.764155,31.190791
325,First Pick Cotton,344.2,169.1,7.06,1,4.8,21.9,1,9.1,18,-1,3123.1,3123.1,1236.7200000000003,1508970230,-84.76416,31.19081
326,First Pick Cotton,344.1,169.19,7.09,1,4.7,23.6,1,7.7,18,-1,2626.5,2626.5,1040.08,1508970230,-84.764167,31.190829
327,First Pick Cotton,344.3,169.31,7.06,1,4.7,20.8,1,9.8,18,-1,3371.7,3371.7,1335.16,1508970230,-84.764172,31.190848
328,First Pick Cotton,342.6,169.48,7,1,4.7,22.4,1,10.3,18,-1,3570.3,3570.3,1413.8400000000001,1508970230,-84.76418,31.190866
329,First Pick Cotton,342.2,169.48,7,1,4.7,20.8,1,9.1,18,-1,3135.6,3135.6,1241.68,1508970230,-84.764187,31.190884
330,First Pick Cotton,342.9,169.56,7.09,1,4.7,21.8,1,9.4,18,-1,3204.9,3204.9,1269.1200000000001,1508970230,-84.764194,31.190902
331,First Pick Cotton,343.8,169.68,7.03,1,4.7,22.7,1,6.9,18,-1,2387.6,2387.6,945.48,1508970230,-84.764199,31.190921
332,First Pick Cotton,344,169.84,7.09,1,4.7,21.4,1,8.4,18,-1,2864.2,2864.2,1134.2,1508970230,-84.764206,31.19094
333,First Pick Cotton,343.9,169.97,7.03,1,4.7,21.6,1,8,18,-1,2766.4,2766.4,1095.48,1508970230,-84.764212,31.190958
334,First Pick Cotton,343.3,169.96,7.03,1,4.7,21.2,1,5.7,18,-1,1953.3,1953.3,773.52,1508970240,-84.764219,31.190977
335,First Pick Cotton,343.1,170.15,7.06,1,4.7,22.3,1,7.5,18,-1,2579.8,2579.8,1021.6,1508970240,-84.764226,31.190995
336,First Pick Cotton,342.7,170.18,7.03,1,4.7,22.3,1,6.7,18,-1,2320.8,2320.8,919.04,1508970240,-84.764233,31.191014
337,First Pick Cotton,343.2,170.33,7,1,4.8,22,1,7.2,18,-1,2504.8,2504.8,991.88,1508970240,-84.764239,31.191032
338,First Pick Cotton,344.5,170.44,7.03,1,4.8,22.3,1,7.4,18,-1,2550.8,2550.8,1010.1200000000001,1508970240,-84.764244,31.191051
339,First Pick Cotton,344.3,170.61,7.03,1,4.8,22.2,1,8.8,18,-1,3034.4,3034.4,1201.6000000000001,1508970240,-84.764251,31.191069
340,First Pick Cotton,344.1,170.77,7,1,4.8,22,1,9.6,18,-1,3327.8,3327.8,1317.8000000000002,1508970240,-84.764257,31.191088
341,First Pick Cotton,343.9,170.8,7.03,1,4.7,22.5,1,9.6,18,-1,3306.2,3306.2,1309.24,1508970240,-84.764263,31.191106
342,First Pick Cotton,343.7,171.06,7,1,4.7,22.7,1,8.7,18,-1,3010.5,3010.5,1192.16,1508970240,-84.76427,31.191125
343,First Pick Cotton,343.5,171.35,7,1,4.7,22.5,1,10.2,18,-1,3511.6,3511.6,1390.6000000000001,1508970240,-84.764276,31.191143
344,First Pick Cotton,344.1,171.44,7,1,4.7,22.6,1,8.9,18,-1,3077.6,3077.6,1218.72,1508970240,-84.764282,31.191162
345,First Pick Cotton,344.1,171.61,7.06,1,4.7,21.8,1,8.3,18,-1,2848,2848,1127.8,1508970250,-84.764288,31.19118
346,First Pick Cotton,343.4,171.76,6.96,1,4.8,22.2,1,9.3,18,-1,3245.4,3245.4,1285.16,1508970250,-84.764295,31.191199
347,First Pick Cotton,342.7,171.88,7.03,1,4.8,22.3,1,8.7,18,-1,2992.6,2992.6,1185.08,1508970250,-84.764302,31.191217
348,First Pick Cotton,342.6,172.01,7,1,4.8,22.1,1,7.4,18,-1,2543.7,2543.7,1007.3200000000002,1508970250,-84.764308,31.191235
349,First Pick Cotton,342.9,172.07,7.06,1,4.8,22.3,1,8.3,18,-1,2829.9,2829.9,1120.64,1508970250,-84.764315,31.191254
350,First Pick Cotton,342.7,172.27,7,1,4.7,22.3,1,10.1,18,-1,3507.8,3507.8,1389.08,1508970250,-84.764322,31.191272
351,First Pick Cotton,342.6,172.4,7.03,1,4.7,22.2,1,9.6,18,-1,3305.4,3305.4,1308.96,1508970250,-84.764328,31.191291
352,First Pick Cotton,343.5,172.55,7.06,1,4.7,22.6,1,8.2,18,-1,2823.1,2823.1,1117.92,1508970250,-84.764334,31.191309
353,First Pick Cotton,343.1,172.73,7.03,1,4.7,22.7,1,8.9,18,-1,3059.4,3059.4,1211.5200000000002,1508970250,-84.764341,31.191328
354,First Pick Cotton,343.5,172.91,7.03,1,4.7,22.1,1,9.5,18,-1,3260.6,3260.6,1291.2,1508970250,-84.764347,31.191346
355,First Pick Cotton,343.4,173.12,6.96,1,4.8,22.7,1,8.5,18,-1,2947.3,2947.3,1167.1200000000001,1508970260,-84.764354,31.191365
356,First Pick Cotton,343.3,173.3,7.03,1,4.8,22.2,1,8.5,18,-1,2916,2916,1154.72,1508970260,-84.76436,31.191383
357,First Pick Cotton,343.7,173.4,7,1,4.8,22.8,1,8.7,18,-1,3016.6,3016.6,1194.5600000000002,1508970260,-84.764366,31.191402
358,First Pick Cotton,343.7,173.47,7,1,4.8,22.3,1,9,18,-1,3121.8,3121.8,1236.24,1508970260,-84.764373,31.19142
359,First Pick Cotton,343.8,173.51,7.03,1,4.8,21.6,1,8.7,18,-1,2992.6,2992.6,1185.08,1508970260,-84.764379,31.191439
360,First Pick Cotton,343.5,173.63,7.03,1,4.7,21.7,1,7.7,18,-1,2637.3,2637.3,1044.4,1508970260,-84.764385,31.191457
361,First Pick Cotton,342.9,173.77,7.03,1,4.7,22.2,1,8,18,-1,2739.1,2739.1,1084.68,1508970260,-84.764392,31.191476
362,First Pick Cotton,343,173.85,7.03,1,4.7,21.9,1,7.4,18,-1,2536.4,2536.4,1004.4000000000001,1508970260,-84.764399,31.191494
363,First Pick Cotton,343.2,173.92,6.96,1,4.7,22.3,1,8.4,18,-1,2910.5,2910.5,1152.5600000000002,1508970260,-84.764405,31.191512
364,First Pick Cotton,342.9,173.93,7.03,1,4.7,22.3,1,10.7,18,-1,3690.3,3690.3,1461.3600000000001,1508970260,-84.764411,31.191531
365,First Pick Cotton,342.8,173.99,7.06,1,4.7,21.8,1,8.2,18,-1,2795.1,2795.1,1106.8799999999999,1508970270,-84.764418,31.191549
366,First Pick Cotton,343.1,174.18,7.03,1,4.8,22.3,1,10,18,-1,3440.5,3440.5,1362.44,1508970270,-84.764424,31.191568
